date,rank,song,artist,last-week,peak-rank,weeks-on-board,label
2021-11-06,1,Easy On Me,Adele,1.0,1,3,sad
2021-11-06,2,Stay,The Kid LAROI & Justin Bieber,2.0,1,16,happy
2021-11-06,3,Industry Baby,Lil Nas X & Jack Harlow,3.0,1,14,1
2021-11-06,4,Fancy Like,Walker Hayes,4.0,3,19,1
2021-11-06,5,Bad Habits,Ed Sheeran,5.0,2,18,happy
2021-11-06,6,Way 2 Sexy,Drake Featuring Future & Young Thug,6.0,1,8,1
2021-11-06,7,Shivers,Ed Sheeran,9.0,7,7,1
2021-11-06,8,Good 4 U,Olivia Rodrigo,7.0,1,24,1
2021-11-06,9,Need To Know,Doja Cat,11.0,9,20,1
2021-11-06,10,Levitating,Dua Lipa,8.0,2,56,1
2021-11-06,11,Essence,Wizkid Featuring Justin Bieber & Tems,12.0,9,17,1
2021-11-06,12,Kiss Me More,Doja Cat Featuring SZA,10.0,3,29,1
2021-11-06,13,Heat Waves,Glass Animals,14.0,12,41,happy
2021-11-06,14,Beggin',Maneskin,15.0,14,18,1
2021-11-06,15,Cold Heart (PNAU Remix),Elton John & Dua Lipa,21.0,15,8,happy
2021-11-06,16,You Right,Doja Cat & The Weeknd,16.0,11,18,2
2021-11-06,17,Save Your Tears,The Weeknd & Ariana Grande,17.0,1,46,happy
2021-11-06,18,If I Didn't Love You,Jason Aldean & Carrie Underwood,23.0,15,14,happy
2021-11-06,19,Traitor,Olivia Rodrigo,22.0,9,23,0
2021-11-06,20,My Universe,Coldplay x BTS,13.0,1,5,1
2021-11-06,21,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",19.0,17,3,1
2021-11-06,22,Knife Talk,Drake Featuring 21 Savage & Project Pat,18.0,4,8,1
2021-11-06,23,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,32.0,23,7,1
2021-11-06,24,Montero (Call Me By Your Name),Lil Nas X,24.0,1,31,happy
2021-11-06,25,Chasing After You,Ryan Hurd With Maren Morris,25.0,23,26,1
2021-11-06,26,Girls Want Girls,Drake Featuring Lil Baby,26.0,2,8,1
2021-11-06,27,Moth To A Flame,Swedish House Mafia & The Weeknd,,27,1,2
2021-11-06,28,Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,,28,1,happy
2021-11-06,29,Thats What I Want,Lil Nas X,28.0,10,6,1
2021-11-06,30,Pepas,Farruko,29.0,25,14,1
2021-11-06,31,Love Nwantiti (Ah Ah Ah),CKay,31.0,31,6,1
2021-11-06,32,Take My Breath,The Weeknd,27.0,6,12,happy
2021-11-06,33,Happier Than Ever,Billie Eilish,30.0,11,13,0
2021-11-06,34,Wockesha,Moneybagg Yo,33.0,20,27,1
2021-11-06,35,Better Days,NEIKED X Mae Muller X Polo G,57.0,35,2,1
2021-11-06,36,Buy Dirt,Jordan Davis Featuring Luke Bryan,34.0,34,12,1
2021-11-06,37,Ghost,Justin Bieber,38.0,32,5,happy
2021-11-06,38,Lets Go Brandon,Loza Alexander,45.0,38,2,happy
2021-11-06,39,Cold As You,Luke Combs,41.0,39,13,1
2021-11-06,40,A-O-K,Tai Verdes,36.0,34,17,happy
2021-11-06,41,You Should Probably Leave,Chris Stapleton,40.0,40,17,1
2021-11-06,42,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),44.0,1,34,happy
2021-11-06,43,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,51.0,43,11,happy
2021-11-06,44,Memory I Don't Mess With,Lee Brice,35.0,33,14,happy
2021-11-06,45,Bubbly,Young Thug With Drake & Travis Scott,20.0,20,2,1
2021-11-06,46,Wild Side,Normani Featuring Cardi B,47.0,14,15,happy
2021-11-06,47,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,43.0,22,9,2
2021-11-06,48,Gyalis,Capella Grey,46.0,38,13,1
2021-11-06,49,I Was On A Boat That Day,Old Dominion,42.0,37,17,happy
2021-11-06,50,Family Ties,Baby Keem & Kendrick Lamar,52.0,18,9,2
2021-11-06,51,Have Mercy,Chloe,53.0,28,7,1
2021-11-06,52,Fair Trade,Drake Featuring Travis Scott,48.0,3,8,1
2021-11-06,53,Same Boat,Zac Brown Band,55.0,53,6,happy
2021-11-06,54,My Boy,Elvie Shane,37.0,28,18,happy
2021-11-06,55,Hurricane,Kanye West,58.0,6,9,happy
2021-11-06,56,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,63.0,56,5,1
2021-11-06,57,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",59.0,56,13,happy
2021-11-06,58,Knowing You,Kenny Chesney,64.0,58,11,sad
2021-11-06,59,Memory,Kane Brown X blackbear,62.0,50,16,happy
2021-11-06,60,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,54.0,26,17,1
2021-11-06,61,Not In The Mood,"Lil Tjay, Fivio Foreign & Kay Flock",,61,1,happy
2021-11-06,62,Pissed Me Off,Lil Durk,39.0,39,2,happy
2021-11-06,63,Woman,Doja Cat,65.0,62,13,1
2021-11-06,64,Sand In My Boots,Morgan Wallen,74.0,32,15,0
2021-11-06,65,'Til You Can't,Cody Johnson,76.0,65,3,2
2021-11-06,66,Love Again,Dua Lipa,61.0,41,15,happy
2021-11-06,67,Whiskey And Rain,Michael Ray,81.0,67,4,1
2021-11-06,68,One Mississippi,Kane Brown,80.0,68,5,2
2021-11-06,69,Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee,,69,1,1
2021-11-06,70,Jugaste y Sufri,Eslabon Armado Featuring DannyLux,77.0,69,4,0
2021-11-06,71,Too Easy,Gunna & Future,71.0,38,5,1
2021-11-06,72,Esta Danada,Ivan Cornejo,66.0,61,4,sad
2021-11-06,73,Volvi,Aventura x Bad Bunny,75.0,22,13,1
2021-11-06,74,Tequila Little Time,Jon Pardi,83.0,74,3,1
2021-11-06,75,Whole Lotta Money,BIA Featuring Nicki Minaj,70.0,16,16,1
2021-11-06,76,2055,Sleepy Hallow,72.0,51,15,1
2021-11-06,77,Maybach,42 Dugg Featuring Future,85.0,68,5,happy
2021-11-06,78,WFM,Realestk,67.0,67,3,0
2021-11-06,79,Poke It Out,Wale Featuring J. Cole,,79,1,1
2021-11-06,80,Praise God,Kanye West,89.0,20,5,1
2021-11-06,81,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas",73.0,51,3,happy
2021-11-06,82,Freedom Was A Highway,Jimmie Allen & Brad Paisley,84.0,82,3,happy
2021-11-06,83,For Tonight,Giveon,88.0,83,4,happy
2021-11-06,84,Thot Shit,Megan Thee Stallion,82.0,16,20,1
2021-11-06,85,Like A Lady,Lady A,99.0,85,3,1
2021-11-06,86,Get Into It (Yuh),Doja Cat,86.0,68,12,1
2021-11-06,87,Scorpio,Moneybagg Yo,,87,1,happy
2021-11-06,88,Big Energy,Latto,,88,1,1
2021-11-06,89,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,,89,1,1
2021-11-06,90,Money,Lisa,,90,1,1
2021-11-06,91,No Friends In The Industry,Drake,87.0,11,8,1
2021-11-06,92,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme,92.0,92,2,sad
2021-11-06,93,Who's In Your Head,Jonas Brothers,96.0,93,3,happy
2021-11-06,94,In The Bible,Drake Featuring Lil Durk & Giveon,94.0,7,8,0
2021-11-06,95,Just About Over You,Priscilla Block,100.0,95,3,sad
2021-11-06,96,To Be Loved By You,Parker McCollum,,96,1,happy
2021-11-06,97,Ain't Shit,Doja Cat,,24,14,happy
2021-11-06,98,Life Goes On,Oliver Tree,,91,2,1
2021-11-06,99,Come Through,H.E.R. Featuring Chris Brown,,64,16,1
2021-11-06,100,Nevada,YoungBoy Never Broke Again,,58,4,happy
2021-10-02,1,Stay,The Kid LAROI & Justin Bieber,1.0,1,11,happy
2021-10-02,2,Industry Baby,Lil Nas X & Jack Harlow,6.0,2,9,1
2021-10-02,3,Way 2 Sexy,Drake Featuring Future & Young Thug,2.0,1,3,1
2021-10-02,4,Bad Habits,Ed Sheeran,3.0,2,13,happy
2021-10-02,5,Fancy Like,Walker Hayes,5.0,5,14,1
2021-10-02,6,Good 4 U,Olivia Rodrigo,7.0,1,19,1
2021-10-02,7,Kiss Me More,Doja Cat Featuring SZA,8.0,3,24,1
2021-10-02,8,Knife Talk,Drake Featuring 21 Savage & Project Pat,4.0,4,3,1
2021-10-02,9,Montero (Call Me By Your Name),Lil Nas X,13.0,1,26,happy
2021-10-02,10,Thats What I Want,Lil Nas X,,10,1,1
2021-10-02,11,Levitating,Dua Lipa,9.0,2,51,1
2021-10-02,12,Save Your Tears,The Weeknd & Ariana Grande,12.0,1,41,happy
2021-10-02,13,Girls Want Girls,Drake Featuring Lil Baby,10.0,2,3,1
2021-10-02,14,Essence,Wizkid Featuring Justin Bieber & Tems,17.0,13,12,1
2021-10-02,15,Fair Trade,Drake Featuring Travis Scott,11.0,3,3,1
2021-10-02,16,Heat Waves,Glass Animals,15.0,15,36,happy
2021-10-02,17,Shivers,Ed Sheeran,16.0,16,2,1
2021-10-02,18,Need To Know,Doja Cat,21.0,14,15,1
2021-10-02,19,You Right,Doja Cat & The Weeknd,18.0,11,13,2
2021-10-02,20,Beggin',Maneskin,30.0,20,13,1
2021-10-02,21,Take My Breath,The Weeknd,23.0,6,7,happy
2021-10-02,22,If I Didn't Love You,Jason Aldean & Carrie Underwood,24.0,15,9,happy
2021-10-02,23,Deja Vu,Olivia Rodrigo,20.0,3,25,1
2021-10-02,24,Butter,BTS,14.0,1,18,happy
2021-10-02,25,Traitor,Olivia Rodrigo,37.0,9,18,0
2021-10-02,26,Leave Before You Love Me,Marshmello X Jonas Brothers,32.0,19,18,1
2021-10-02,27,Pepas,Farruko,34.0,26,9,1
2021-10-02,28,Happier Than Ever,Billie Eilish,36.0,11,8,0
2021-10-02,29,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,43.0,29,12,1
2021-10-02,30,Champagne Poetry,Drake,19.0,4,3,0
2021-10-02,31,Hurricane,Kanye West,26.0,6,4,happy
2021-10-02,32,Chasing After You,Ryan Hurd With Maren Morris,39.0,32,21,1
2021-10-02,33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),31.0,1,29,happy
2021-10-02,34,Things A Man Oughta Know,Lainey Wilson,38.0,32,19,happy
2021-10-02,35,Wockesha,Moneybagg Yo,50.0,33,22,1
2021-10-02,36,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,40.0,1,27,happy
2021-10-02,37,Wildest Dreams (Taylor's Version),Taylor Swift,,37,1,happy
2021-10-02,38,Family Ties,Baby Keem & Kendrick Lamar,25.0,18,4,2
2021-10-02,39,A-O-K,Tai Verdes,46.0,39,12,happy
2021-10-02,40,No Friends In The Industry,Drake,22.0,11,3,1
2021-10-02,41,Arcade,Duncan Laurence,42.0,30,24,0
2021-10-02,42,Scoop,Lil Nas X Featuring Doja Cat,,42,1,happy
2021-10-02,43,In The Bible,Drake Featuring Lil Durk & Giveon,29.0,7,3,0
2021-10-02,44,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,64.0,44,2,1
2021-10-02,45,Late At Night,Roddy Ricch,49.0,20,16,0
2021-10-02,46,Rumors,Lizzo Featuring Cardi B,44.0,4,6,happy
2021-10-02,47,Dolla Sign Slime,Lil Nas X Featuring Megan Thee Stallion,,47,1,happy
2021-10-02,48,TSU,Drake,27.0,9,3,1
2021-10-02,49,Thot Shit,Megan Thee Stallion,48.0,16,15,1
2021-10-02,50,You Time,Scotty McCreery,69.0,50,8,1
2021-10-02,51,Love Again,Dua Lipa,55.0,51,10,happy
2021-10-02,52,Wild Side,Normani Featuring Cardi B,59.0,14,10,happy
2021-10-02,53,I Was On A Boat That Day,Old Dominion,56.0,53,12,happy
2021-10-02,54,Memory I Don't Mess With,Lee Brice,62.0,54,9,happy
2021-10-02,55,Buy Dirt,Jordan Davis Featuring Luke Bryan,51.0,51,7,1
2021-10-02,56,Have Mercy,Chloe,28.0,28,2,1
2021-10-02,57,Love All,Drake Featuring JAY-Z,35.0,10,3,1
2021-10-02,58,Whole Lotta Money,BIA Featuring Nicki Minaj,61.0,16,11,1
2021-10-02,59,N 2 Deep,Drake Featuring Future,33.0,12,3,1
2021-10-02,60,Waves,Luke Bryan,52.0,24,14,1
2021-10-02,61,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,65.0,22,4,2
2021-10-02,62,Woman,Doja Cat,67.0,62,8,1
2021-10-02,63,Lonely,DaBaby X Lil Wayne,68.0,63,2,happy
2021-10-02,64,Gyalis,Capella Grey,70.0,64,8,1
2021-10-02,65,2055,Sleepy Hallow,66.0,51,10,1
2021-10-02,66,Papi's Home,Drake,41.0,8,3,1
2021-10-02,67,My Boy,Elvie Shane,74.0,67,13,happy
2021-10-02,68,Pipe Down,Drake,45.0,14,3,1
2021-10-02,69,Cold As You,Luke Combs,79.0,69,8,1
2021-10-02,70,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,73.0,53,22,1
2021-10-02,71,On My Side,YoungBoy Never Broke Again,,71,1,happy
2021-10-02,72,Dead Right Now,Lil Nas X,,72,1,happy
2021-10-02,73,Memory,Kane Brown X blackbear,81.0,50,11,happy
2021-10-02,74,Cold Heart (PNAU Remix),Elton John & Dua Lipa,98.0,74,3,happy
2021-10-02,75,Volvi,Aventura x Bad Bunny,80.0,22,8,1
2021-10-02,76,Moon,Kanye West,58.0,17,4,0
2021-10-02,77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77.0,24,17,happy
2021-10-02,78,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",94.0,78,8,happy
2021-10-02,79,Life Support,YoungBoy Never Broke Again,63.0,63,2,happy
2021-10-02,80,Love Nwantiti (Ah Ah Ah),CKay,,80,1,1
2021-10-02,81,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,91.0,81,6,happy
2021-10-02,82,Todo de Ti,Rauw Alejandro,82.0,32,17,happy
2021-10-02,83,You Should Probably Leave,Chris Stapleton,92.0,63,12,1
2021-10-02,84,Get Into It (Yuh),Doja Cat,85.0,68,7,1
2021-10-02,85,Yonaguni,Bad Bunny,87.0,10,16,1
2021-10-02,86,Tales Of Dominica,Lil Nas X,,86,1,sad
2021-10-02,87,Summer Of Love,Shawn Mendes & Tainy,93.0,48,5,1
2021-10-02,88,One Of Me,Lil Nas X Featuring Elton John,,88,1,1
2021-10-02,89,Race My Mind,Drake,54.0,18,3,1
2021-10-02,90,Lost In The Citadel,Lil Nas X,,90,1,happy
2021-10-02,91,Sun Goes Down,Lil Nas X,,66,2,1
2021-10-02,92,7am On Bridle Path,Drake,57.0,16,3,happy
2021-10-02,93,Off The Grid,Kanye West,75.0,11,4,2
2021-10-02,94,In Da Getto,J Balvin & Skrillex,90.0,90,3,1
2021-10-02,95,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),71.0,14,8,happy
2021-10-02,96,Knowing You,Kenny Chesney,100.0,87,6,sad
2021-10-02,97,Am I Dreaming,Lil Nas X Featuring Miley Cyrus,,97,1,happy
2021-10-02,98,Same Boat,Zac Brown Band,,98,1,happy
2021-10-02,99,Come Through,H.E.R. Featuring Chris Brown,95.0,64,15,1
2021-10-02,100,Don't Go Yet,Camila Cabello,88.0,42,9,1
2021-09-04,1,Stay,The Kid LAROI & Justin Bieber,1.0,1,7,happy
2021-09-04,2,Bad Habits,Ed Sheeran,2.0,2,9,happy
2021-09-04,3,Good 4 U,Olivia Rodrigo,3.0,1,15,1
2021-09-04,4,Kiss Me More,Doja Cat Featuring SZA,5.0,3,20,1
2021-09-04,5,Industry Baby,Lil Nas X & Jack Harlow,7.0,2,5,1
2021-09-04,6,Levitating,Dua Lipa,6.0,2,47,1
2021-09-04,7,Butter,BTS,8.0,1,14,happy
2021-09-04,8,Deja Vu,Olivia Rodrigo,9.0,3,21,1
2021-09-04,9,Montero (Call Me By Your Name),Lil Nas X,10.0,1,22,happy
2021-09-04,10,Save Your Tears,The Weeknd & Ariana Grande,11.0,1,37,happy
2021-09-04,11,Fancy Like,Walker Hayes,12.0,11,10,1
2021-09-04,12,You Right,Doja Cat & The Weeknd,17.0,11,9,2
2021-09-04,13,Essence,Wizkid Featuring Justin Bieber & Tems,16.0,13,8,1
2021-09-04,14,Need To Know,Doja Cat,20.0,14,11,1
2021-09-04,15,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),15.0,1,25,happy
2021-09-04,16,Take My Breath,The Weeknd,13.0,6,3,happy
2021-09-04,17,Rumors,Lizzo Featuring Cardi B,4.0,4,2,happy
2021-09-04,18,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,14.0,1,23,happy
2021-09-04,19,Heartbreak Anniversary,Giveon,19.0,16,28,0
2021-09-04,20,Blinding Lights,The Weeknd,21.0,1,90,1
2021-09-04,21,Leave Before You Love Me,Marshmello X Jonas Brothers,23.0,19,14,1
2021-09-04,22,Happier Than Ever,Billie Eilish,18.0,11,4,0
2021-09-04,23,Forever After All,Luke Combs,25.0,2,44,0
2021-09-04,24,Waves,Luke Bryan,30.0,24,10,1
2021-09-04,25,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,24.0,20,17,2
2021-09-04,26,Pepas,Farruko,33.0,26,5,1
2021-09-04,27,Thot Shit,Megan Thee Stallion,27.0,16,11,1
2021-09-04,28,Traitor,Olivia Rodrigo,29.0,9,14,0
2021-09-04,29,Beggin',Maneskin,42.0,29,9,1
2021-09-04,30,Arcade,Duncan Laurence,38.0,30,20,0
2021-09-04,31,Late At Night,Roddy Ricch,26.0,20,12,0
2021-09-04,32,Things A Man Oughta Know,Lainey Wilson,37.0,32,15,happy
2021-09-04,33,Heat Waves,Glass Animals,34.0,19,32,happy
2021-09-04,34,Chasing After You,Ryan Hurd With Maren Morris,44.0,34,17,1
2021-09-04,35,Wockesha,Moneybagg Yo,35.0,33,18,1
2021-09-04,36,Glad You Exist,Dan + Shay,22.0,21,29,happy
2021-09-04,37,Without You,The Kid LAROI,32.0,8,38,happy
2021-09-04,38,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),31.0,14,4,happy
2021-09-04,39,Astronaut In The Ocean,Masked Wolf,36.0,6,28,1
2021-09-04,40,Rapstar,Polo G,28.0,1,20,1
2021-09-04,41,We Didn't Have Much,Justin Moore,47.0,41,10,1
2021-09-04,42,Country Again,Thomas Rhett,43.0,42,17,1
2021-09-04,43,Famous Friends,Chris Young + Kane Brown,40.0,21,22,happy
2021-09-04,44,If I Didn't Love You,Jason Aldean & Carrie Underwood,48.0,15,5,happy
2021-09-04,45,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,50.0,45,8,1
2021-09-04,46,Lil Bit,Nelly & Florida Georgia Line,39.0,23,23,1
2021-09-04,47,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,41.0,13,25,1
2021-09-04,48,Summer Of Love,Shawn Mendes & Tainy,,48,1,1
2021-09-04,49,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,,49,1,happy
2021-09-04,50,Whole Lotta Money,BIA Featuring Nicki Minaj,49.0,16,7,1
2021-09-04,51,2055,Sleepy Hallow,51.0,51,6,1
2021-09-04,52,A-O-K,Tai Verdes,55.0,52,8,happy
2021-09-04,53,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,46.0,24,13,happy
2021-09-04,54,Love Again,Dua Lipa,58.0,54,6,happy
2021-09-04,55,Volvi,Aventura x Bad Bunny,45.0,22,4,1
2021-09-04,56,Rich MF,Trippie Redd Featuring Lil Durk & Polo G,,56,1,happy
2021-09-04,57,Todo de Ti,Rauw Alejandro,54.0,32,13,happy
2021-09-04,58,Yonaguni,Bad Bunny,56.0,10,12,1
2021-09-04,59,Wild Side,Normani Featuring Cardi B,57.0,14,6,happy
2021-09-04,60,Already Won,Rod Wave Featuring Lil Durk,,60,1,happy
2021-09-04,61,Single Saturday Night,Cole Swindell,52.0,26,17,happy
2021-09-04,62,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,60.0,53,18,1
2021-09-04,63,I Was On A Boat That Day,Old Dominion,67.0,63,8,happy
2021-09-04,64,Motley Crew,Post Malone,53.0,13,7,1
2021-09-04,65,Ain't Shit,Doja Cat,59.0,24,9,happy
2021-09-04,66,Memory,Kane Brown X blackbear,62.0,50,7,happy
2021-09-04,67,Betrayal,Trippie Redd Featuring Drake,,67,1,happy
2021-09-04,68,Get Into It (Yuh),Doja Cat,75.0,68,3,1
2021-09-04,69,Don't Go,"Skrillex, Justin Bieber & Don Toliver",,69,1,happy
2021-09-04,70,Woman,Doja Cat,68.0,68,4,1
2021-09-04,71,Don't Go Yet,Camila Cabello,64.0,42,5,1
2021-09-04,72,Tombstone,Rod Wave,69.0,11,22,sad
2021-09-04,73,One Mississippi,Kane Brown,,73,1,2
2021-09-04,74,Gyalis,Capella Grey,71.0,71,4,1
2021-09-04,75,Visiting Hours,Ed Sheeran,,75,1,sad
2021-09-04,76,You Should Probably Leave,Chris Stapleton,63.0,63,8,1
2021-09-04,77,Memory I Don't Mess With,Lee Brice,72.0,72,5,happy
2021-09-04,78,Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,,50,3,happy
2021-09-04,79,Miss The Rage,Trippie Redd & Playboi Carti,,11,11,happy
2021-09-04,80,Cold As You,Luke Combs,77.0,76,4,1
2021-09-04,81,My Boy,Elvie Shane,70.0,70,9,happy
2021-09-04,82,You,Regard x Troye Sivan x Tate McRae,61.0,58,11,happy
2021-09-04,83,Come Through,H.E.R. Featuring Chris Brown,73.0,64,12,1
2021-09-04,84,Buy Dirt,Jordan Davis Featuring Luke Bryan,76.0,76,3,1
2021-09-04,85,You Time,Scotty McCreery,74.0,74,4,1
2021-09-04,86,MP5,Trippie Redd Featuring SoFaygo,,86,1,happy
2021-09-04,87,Paralyzed,Sueco,65.0,65,2,happy
2021-09-04,88,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",80.0,80,4,happy
2021-09-04,89,Brutal,Olivia Rodrigo,,12,11,1
2021-09-04,90,I Guess I'm In Love,Clinton Kane,,90,1,sad
2021-09-04,91,Get Ready,Rod Wave Featuring Kodak Black,,91,1,1
2021-09-04,92,Danny Phantom,Trippie Redd Featuring XXXTENTACION,,92,1,happy
2021-09-04,93,What's Wrong,Rod Wave,,93,1,happy
2021-09-04,94,Demon Time,Trippie Redd Featuring Ski Mask The Slump God,,94,1,happy
2021-09-04,95,Knowing You,Kenny Chesney,87.0,87,3,sad
2021-09-04,96,Tick Tock,Young Thug,,96,1,happy
2021-09-04,97,Permission To Dance,BTS,66.0,1,7,happy
2021-09-04,98,AM,Nio Garcia X J Balvin X Bad Bunny,85.0,41,9,happy
2021-09-04,99,Time Heals,Rod Wave,,99,1,happy
2021-09-04,100,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,91.0,91,2,happy
2021-08-07,1,Butter,BTS,1.0,1,10,happy
2021-08-07,2,Industry Baby,Lil Nas X & Jack Harlow,,2,1,1
2021-08-07,3,Good 4 U,Olivia Rodrigo,2.0,1,11,1
2021-08-07,4,Stay,The Kid LAROI & Justin Bieber,4.0,3,3,happy
2021-08-07,5,Levitating,Dua Lipa,3.0,2,43,1
2021-08-07,6,Kiss Me More,Doja Cat Featuring SZA,5.0,3,16,1
2021-08-07,7,Bad Habits,Ed Sheeran,6.0,5,5,happy
2021-08-07,8,Montero (Call Me By Your Name),Lil Nas X,8.0,1,18,happy
2021-08-07,9,Permission To Dance,BTS,7.0,1,3,happy
2021-08-07,10,Deja Vu,Olivia Rodrigo,9.0,3,17,1
2021-08-07,11,Save Your Tears,The Weeknd & Ariana Grande,10.0,1,33,happy
2021-08-07,12,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,11.0,1,19,happy
2021-08-07,13,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),12.0,1,21,happy
2021-08-07,14,Fancy Like,Walker Hayes,15.0,14,6,1
2021-08-07,15,If I Didn't Love You,Jason Aldean & Carrie Underwood,,15,1,happy
2021-08-07,16,Rapstar,Polo G,13.0,1,16,1
2021-08-07,17,Blinding Lights,The Weeknd,17.0,1,86,1
2021-08-07,18,Heartbreak Anniversary,Giveon,16.0,16,24,0
2021-08-07,19,You Right,Doja Cat & The Weeknd,19.0,11,5,2
2021-08-07,20,Without You,The Kid LAROI,20.0,8,34,happy
2021-08-07,21,Astronaut In The Ocean,Masked Wolf,18.0,6,24,1
2021-08-07,22,Forever After All,Luke Combs,21.0,2,40,0
2021-08-07,23,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,22.0,20,13,2
2021-08-07,24,Leave Before You Love Me,Marshmello X Jonas Brothers,24.0,24,10,1
2021-08-07,25,Lil Bit,Nelly & Florida Georgia Line,26.0,23,19,1
2021-08-07,26,Single Saturday Night,Cole Swindell,27.0,26,13,happy
2021-08-07,27,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,29.0,13,21,1
2021-08-07,28,Thot Shit,Megan Thee Stallion,25.0,16,7,1
2021-08-07,29,Late At Night,Roddy Ricch,33.0,20,8,0
2021-08-07,30,Heat Waves,Glass Animals,32.0,19,28,happy
2021-08-07,31,Glad You Exist,Dan + Shay,34.0,31,25,happy
2021-08-07,32,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,37.0,32,9,happy
2021-08-07,33,Motley Crew,Post Malone,23.0,13,3,1
2021-08-07,34,Ain't Shit,Doja Cat,31.0,24,5,happy
2021-08-07,35,Telepatia,Kali Uchis,38.0,25,23,1
2021-08-07,36,Famous Friends,Chris Young + Kane Brown,28.0,21,18,happy
2021-08-07,37,Need To Know,Doja Cat,46.0,37,7,1
2021-08-07,38,Beggin',Maneskin,35.0,35,5,1
2021-08-07,39,Whole Lotta Money,BIA Featuring Nicki Minaj,30.0,16,3,1
2021-08-07,40,Best Friend,Saweetie Featuring Doja Cat,40.0,14,29,1
2021-08-07,41,Not Sober,The Kid LAROI Featuring Polo G & Stunna Gambino,,41,1,happy
2021-08-07,42,Don't Go Yet,Camila Cabello,,42,1,1
2021-08-07,43,Mood,24kGoldn Featuring iann dior,41.0,1,51,1
2021-08-07,44,My Ex's Best Friend,Machine Gun Kelly X blackbear,42.0,20,50,1
2021-08-07,45,Wild Side,Normani Featuring Cardi B,14.0,14,2,happy
2021-08-07,46,Wockesha,Moneybagg Yo,48.0,33,14,1
2021-08-07,47,Traitor,Olivia Rodrigo,39.0,9,10,0
2021-08-07,48,Chasing After You,Ryan Hurd With Maren Morris,58.0,48,13,1
2021-08-07,49,Wants And Needs,Drake Featuring Lil Baby,47.0,2,21,1
2021-08-07,50,Yonaguni,Bad Bunny,44.0,10,8,1
2021-08-07,51,Todo de Ti,Rauw Alejandro,45.0,32,9,happy
2021-08-07,52,Country Again,Thomas Rhett,66.0,52,13,1
2021-08-07,53,Waves,Luke Bryan,61.0,53,6,1
2021-08-07,54,Things A Man Oughta Know,Lainey Wilson,51.0,51,11,happy
2021-08-07,55,Arcade,Duncan Laurence,57.0,55,16,0
2021-08-07,56,One Too Many,Keith Urban Duet With P!nk,55.0,52,33,1
2021-08-07,57,Over The Top,Smiley Featuring Drake,,57,1,happy
2021-08-07,58,You,Regard x Troye Sivan x Tate McRae,60.0,58,7,happy
2021-08-07,59,Essence,Wizkid Featuring Justin Bieber & Tems,67.0,59,4,1
2021-08-07,60,Ball If I Want To,DaBaby,56.0,39,6,1
2021-08-07,61,Memory,Kane Brown X blackbear,70.0,50,3,happy
